,gz_totalPrice,gz_unitPrice,gz_title,gz_area,gz_beds,gz_rooms,gz_toward,gz_renovation,gz_positionInfo
502,163.0,21590,panyu,75.5,2,1,南,0,12
503,145.0,25174,panyu,57.6,2,2,北,1,5
504,260.0,31914,panyu,81.47,2,1,西,0,11
505,215.0,23421,panyu,91.8,2,1,南,0,14
506,225.0,27507,panyu,81.8,3,2,南,0,7
507,105.0,25610,panyu,41,1,1,南,0,16
508,200.0,29586,panyu,67.6,2,2,南,0,6
509,260.0,54167,panyu,48,3,2,南,1,8
510,135.6,47002,panyu,28.85,1,1,南,1,33
511,145.0,39317,panyu,36.88,2,1,北,1,6
512,180.0,16902,panyu,106.5,3,2,南,1,7
513,145.0,24702,panyu,58.7,2,2,北,1,4
514,165.0,23966,panyu,68.85,2,2,北,0,5
515,307.0,27948,panyu,109.85,3,2,东,1,32
516,142.0,20565,panyu,69.05,2,1,南,0,7
517,205.0,24147,panyu,84.9,3,2,东,0,5
518,150.0,20605,panyu,72.8,2,2,南,0,7
519,135.0,28125,baiyun,48,2,1,西,0,9
520,248.0,34671,baiyun,71.53,2,1,东,1,18
521,153.0,20053,baiyun,76.3,3,1,南,0,9
522,362.0,45667,baiyun,79.27,2,2,西,1,15
523,158.0,30188,baiyun,52.34,2,2,西,0,9
524,375.0,33429,baiyun,112.18,3,2,北,1,15
525,198.0,28074,baiyun,70.53,2,2,南,1,5
526,255.0,30350,baiyun,84.02,3,2,西,1,25
527,248.0,34891,baiyun,71.08,2,1,南,1,7
528,390.0,42549,baiyun,91.66,3,1,南,1,25
529,235.0,34784,baiyun,67.56,2,1,东,1,7
530,159.0,21229,baiyun,74.9,2,1,西,0,9
531,385.0,28946,baiyun,133.01,4,2,南,毛坯,7
532,153.0,22245,baiyun,68.78,2,1,西,0,9
533,130.0,23496,baiyun,55.33,2,1,南,0,14
534,245.0,27427,baiyun,89.33,3,2,西,0,16
535,398.0,43172,baiyun,92.19,3,2,南,1,9
536,410.0,29400,baiyun,139.46,3,2,南,1,10
537,198.0,34459,baiyun,57.46,2,1,南,1,5
538,98.0,17861,baiyun,54.87,2,1,东,1,9
539,435.0,44217,baiyun,98.38,4,2,东,1,16
540,135.0,27716,baiyun,48.71,2,1,南,1,9
541,155.0,29318,baiyun,52.87,2,1,北,0,9
542,435.0,45969,baiyun,94.63,3,2,东,1,9
543,135.0,26067,baiyun,51.79,2,1,南,0,9
544,165.0,26992,baiyun,61.13,2,1,西,0,8
545,286.0,31000,baiyun,92.26,3,2,西,1,26
546,298.0,35464,baiyun,84.03,3,2,南,1,18
547,247.0,32707,baiyun,75.52,2,1,南,1,14
548,150.8,21222,baiyun,71.06,2,1,北,1,9
549,130.0,49600,huangpu,26.21,1,1,西,1,8
550,240.0,33469,huangpu,71.71,2,1,东,0,27
551,212.0,35613,huangpu,59.53,2,1,东,0,27
552,190.0,30855,huangpu,61.58,2,1,南,1,9
553,368.0,36005,huangpu,102.21,2,2,南,1,31
554,399.0,58677,huangpu,68,2,1,南,0,8
555,55.0,15069,huangpu,36.5,1,1,西,0,7
556,62.5,10328,huangpu,60.52,2,1,南,1,6
557,140.0,20058,huangpu,69.8,2,1,南,0,8
558,375.0,44390,huangpu,84.48,3,2,东,1,25
559,269.0,36820,huangpu,73.06,3,1,东,1,8
560,465.0,42517,huangpu,109.37,3,2,南,1,18
561,177.0,18731,huangpu,94.5,3,2,北,1,32
562,136.0,20972,huangpu,64.85,2,1,南,1,17
563,140.0,20589,huangpu,68,2,1,东,0,9
564,130.0,23693,huangpu,54.87,2,1,南,0,8
565,370.0,36197,huangpu,102.22,3,2,东,1,32
566,310.0,41060,huangpu,75.5,2,1,西,1,33
567,135.0,14216,huangpu,94.97,3,2,北,0,10
568,1560.0,65823,huangpu,237,5,2,东,毛坯,32
569,185.0,21975,huangpu,84.19,2,2,西,1,28
570,495.0,49500,huangpu,100,3,1,西,1,12
571,425.0,41347,huangpu,102.79,3,2,东,1,25
572,125.0,13826,huangpu,90.41,3,2,南,毛坯,30
573,138.0,40422,huangpu,34.14,1,1,西,0,15
574,58.0,17907,huangpu,32.39,2,1,西,0,8
575,460.0,48947,huangpu,93.98,3,1,西,1,18
576,165.0,20371,huangpu,81,2,1,南,1,11
577,223.0,24762,huangpu,90.06,2,2,西,1,54
578,208.0,27793,huangpu,74.84,3,1,西,1,9
579,100.0,13055,conghua,76.6,3,2,南,0,6
580,230.0,16547,conghua,139,3,2,南,1,11
581,200.0,13793,conghua,145.01,4,2,南,1,4
582,437.0,13488,conghua,324,4,2,西,1,2
583,183.0,12960,conghua,141.21,3,2,南,毛坯,27
584,162.0,15463,conghua,104.77,3,2,东,其他,28
585,450.0,13814,conghua,325.78,5,3,西,其他,2
586,215.0,15319,conghua,140.35,3,2,南,毛坯,27
587,108.0,10138,conghua,106.54,3,1,东,毛坯,16
588,105.0,12475,conghua,84.17,2,2,东,其他,17
589,158.0,12324,conghua,128.21,3,2,南,毛坯,12
590,192.0,12716,conghua,151,6,3,东,0,6
591,189.0,14766,conghua,128,6,2,西,1,6
592,110.0,14453,conghua,76.11,2,2,西,0,6
593,165.0,13708,conghua,120.37,3,2,东,1,17
594,175.0,14709,conghua,118.98,4,2,东,0,6
595,150.0,13398,conghua,111.96,3,2,南,0,8
596,160.0,15501,conghua,103.22,5,3,南,1,6
597,140.0,13989,conghua,100.08,3,2,东,毛坯,6
598,175.0,13996,conghua,125.04,3,2,东,1,17
599,140.0,13325,conghua,105.07,5,2,南,1,6
600,185.0,11332,conghua,163.26,5,1,东,毛坯,10
601,340.0,17750,conghua,191.55,5,2,南,毛坯,17
602,263.0,17364,conghua,151.47,3,2,南,毛坯,15
603,263.0,17364,conghua,151.47,3,2,南,毛坯,15
604,140.0,11333,conghua,123.54,3,2,南,毛坯,17
605,175.0,10907,conghua,160.46,3,2,南,1,16
606,165.0,12891,conghua,128,4,2,南,毛坯,6
607,310.0,21440,conghua,144.59,4,2,南,毛坯,17
608,168.0,13440,conghua,125,4,2,东,毛坯,6
609,112.0,13469,zengcheng,83.16,3,2,东,1,32
610,132.0,12546,zengcheng,105.22,3,2,东,1,26
611,210.0,20942,zengcheng,100.28,3,1,东,1,18
612,96.0,18747,zengcheng,51.21,1,1,北,1,28
613,215.0,20966,zengcheng,102.55,3,2,南,1,32
614,249.0,20860,zengcheng,119.37,3,2,南,1,33
615,150.0,18160,zengcheng,82.6,2,2,北,0,17
616,260.0,19928,zengcheng,130.47,4,2,南,1,18
617,139.0,16772,zengcheng,82.88,2,1,西,0,18
618,189.0,19057,zengcheng,99.18,3,2,南,0,18
619,195.0,22391,zengcheng,87.09,2,2,南,1,11
620,235.0,19184,zengcheng,122.5,3,2,东,1,32
621,165.0,17813,zengcheng,92.63,2,2,东,1,25
622,176.0,20041,zengcheng,87.82,2,2,北,1,14
623,295.0,17728,zengcheng,166.41,4,2,南,毛坯,31
624,183.0,20219,zengcheng,90.51,2,2,南,1,11
625,260.0,16775,zengcheng,155,4,2,南,1,5
626,190.0,20479,zengcheng,92.78,3,2,北,0,18
627,145.0,17150,zengcheng,84.55,2,2,南,0,15
628,160.0,15794,zengcheng,101.31,3,2,南,1,7
629,150.0,14971,zengcheng,100.2,3,2,东,1,18
630,170.0,18995,zengcheng,89.5,3,2,南,1,14
631,220.0,22917,zengcheng,96,3,2,北,1,18
632,170.0,21476,zengcheng,79.16,2,2,北,1,22
633,210.0,15515,zengcheng,135.36,3,2,南,1,7
634,285.0,13088,zengcheng,217.76,7,2,南,毛坯,14
635,99.0,9811,zengcheng,100.91,4,2,东,0,8
636,160.0,16441,zengcheng,97.32,3,2,北,1,26
637,155.0,13429,zengcheng,115.43,3,2,北,1,17
638,150.0,20939,zengcheng,71.64,2,1,北,1,28
639,130.0,49600,huadu,26.21,1,1,西,1,8
640,240.0,33469,huadu,71.71,2,1,东,0,27
641,212.0,35613,huadu,59.53,2,1,东,0,27
642,190.0,30855,huadu,61.58,2,1,南,1,9
643,368.0,36005,huadu,102.21,2,2,南,1,31
644,399.0,58677,huadu,68,2,1,南,0,8
645,55.0,15069,huadu,36.5,1,1,西,0,7
646,62.5,10328,huadu,60.52,2,1,南,1,6
647,140.0,20058,huadu,69.8,2,1,南,0,8
648,375.0,44390,huadu,84.48,3,2,东,1,25
649,269.0,36820,huadu,73.06,3,1,东,1,8
650,465.0,42517,huadu,109.37,3,2,南,1,18
651,177.0,18731,huadu,94.5,3,2,北,1,32
652,136.0,20972,huadu,64.85,2,1,南,1,17
653,140.0,20589,huadu,68,2,1,东,0,9
654,130.0,23693,huadu,54.87,2,1,南,0,8
655,370.0,36197,huadu,102.22,3,2,东,1,32
656,310.0,41060,huadu,75.5,2,1,西,1,33
657,135.0,14216,huadu,94.97,3,2,北,0,10
658,1560.0,65823,huadu,237,5,2,东,毛坯,32
659,185.0,21975,huadu,84.19,2,2,西,1,28
660,495.0,49500,huadu,100,3,1,西,1,12
661,425.0,41347,huadu,102.79,3,2,东,1,25
662,125.0,13826,huadu,90.41,3,2,南,毛坯,30
663,138.0,40422,huadu,34.14,1,1,西,0,15
664,58.0,17907,huadu,32.39,2,1,西,0,8
665,460.0,48947,huadu,93.98,3,1,西,1,18
666,165.0,20371,huadu,81,2,1,南,1,11
667,223.0,24762,huadu,90.06,2,2,西,1,54
668,208.0,27793,huadu,74.84,3,1,西,1,9
669,169.0,19797,nansha,85.37,2,2,东,毛坯,18
670,230.0,18700,nansha,123,4,1,南,1,11
671,190.0,17698,nansha,107.36,3,1,东,1,17
672,198.0,22944,nansha,86.3,2,2,南,1,16
673,280.0,26135,nansha,107.14,3,2,东,1,31
674,240.0,20407,nansha,117.61,3,2,东,1,18
675,245.0,25572,nansha,95.81,3,2,南,1,18
676,92.0,20141,nansha,45.68,1,1,西,1,9
677,202.0,22651,nansha,89.18,2,2,北,1,31
678,175.0,23297,nansha,75.12,2,2,南,1,25
679,182.0,22750,nansha,80,2,2,南,毛坯,18
680,138.0,15334,nansha,90,2,2,南,0,7
681,185.0,22024,nansha,84,3,2,南,1,32
682,280.0,24934,nansha,112.3,3,2,南,1,28
683,245.0,24347,nansha,100.63,3,2,北,1,18
684,365.0,25598,nansha,142.59,4,2,南,1,18
685,285.0,25379,nansha,112.3,3,2,南,1,28
686,188.0,20138,nansha,93.36,3,2,东,1,15
687,215.0,21288,nansha,101,3,2,东,1,30
688,130.0,24748,nansha,52.53,2,2,东,1,18
689,146.0,19415,nansha,75.2,2,1,东,1,17
690,150.0,18414,nansha,81.46,2,2,东,1,6
691,155.0,20257,nansha,76.52,2,2,南,1,28
692,160.0,23985,nansha,66.71,2,2,北,1,23
693,95.5,8446,nansha,113.08,3,2,南,1,8
694,175.0,22978,nansha,76.16,2,1,北,1,28
695,158.0,21067,nansha,75,2,2,西,1,26
696,90.0,18466,nansha,48.74,1,1,东,1,18
697,178.0,18349,nansha,97.01,3,2,东,1,24
698,155.0,20686,nansha,74.93,2,1,南,1,18
699,150.0,19268,nanhai,77.85,2,1,东,其他,18
700,400.0,25250,nanhai,158.42,4,2,东,1,31
701,409.0,27087,nanhai,151,3,2,西,1,33
702,128.0,19605,nanhai,65.29,2,1,东,1,23
703,350.0,27289,nanhai,128.26,3,2,东,其他,33
704,320.0,30144,nanhai,106.16,3,2,东,1,48
705,290.0,26852,nanhai,108,3,2,东,1,6
706,280.0,23334,nanhai,120,4,2,西,1,16
707,148.0,19011,nanhai,77.85,2,1,东,1,18
708,355.0,22388,nanhai,158.57,4,2,东,1,31
709,425.0,34593,nanhai,122.86,4,2,东,1,23
710,130.0,18011,nanhai,72.18,2,1,东,1,6
711,147.0,18944,nanhai,77.6,3,1,南,0,18
712,228.5,20222,nanhai,113,3,2,东,其他,5
713,380.0,23981,nanhai,158.46,4,2,东,1,31
714,630.0,22910,nanhai,275,4,2,东,1,31
715,480.0,17672,nanhai,271.62,4,2,东,1,31
716,470.0,35075,nanhai,134,4,2,东,1,3
717,215.0,26869,nanhai,80.02,3,1,南,1,11
718,479.5,25642,nanhai,187,4,2,东,1,33
719,490.0,24258,nanhai,202,4,2,东,1,31
720,285.0,22532,nanhai,126.49,3,2,东,1,16
721,450.0,29913,nanhai,150.44,3,2,东,1,33
722,300.0,23316,nanhai,128.67,3,2,东,1,18
723,460.0,22886,nanhai,201,4,2,东,1,31
724,388.0,25235,nanhai,153.76,4,2,东,1,33
725,350.0,31532,nanhai,111,3,2,东,1,6
726,230.0,29832,nanhai,77.1,4,3,南,1,6
727,420.0,34458,nanhai,121.89,4,2,东,1,12
728,430.0,27229,nanhai,157.92,4,2,西,1,33
729,370.0,36681,tianhe,100.87,3,2,东,0,15
730,380.0,51673,tianhe,73.54,2,2,南,0,12
731,309.0,43278,tianhe,71.4,2,1,北,1,22
732,850.0,54141,tianhe,157,3,2,东,1,48
733,300.0,30613,tianhe,98,3,2,东,0,20
734,285.0,33502,tianhe,85.07,3,2,东,1,9
735,1860.0,89890,tianhe,206.92,3,2,西,1,41
736,520.0,60409,tianhe,86.08,2,2,西,0,28
737,206.0,40955,tianhe,50.3,1,0,北,0,31
738,400.0,44628,tianhe,89.63,3,2,北,1,18
739,343.0,45209,tianhe,75.87,2,2,南,1,18
740,810.0,93104,tianhe,87,3,2,北,0,31
741,620.0,68691,tianhe,90.26,3,2,南,1,10
742,255.0,44855,tianhe,56.85,2,1,东,0,15
743,278.0,36137,tianhe,76.93,2,2,东,0,12
744,245.0,41135,tianhe,59.56,1,0,东,1,29
745,339.0,45200,tianhe,75,2,1,北,1,18
746,210.0,48499,tianhe,43.3,2,1,南,1,11
747,190.0,28788,tianhe,66,2,1,西,0,9
748,970.0,86116,tianhe,112.64,3,2,南,1,32
749,750.0,55971,tianhe,134,3,2,东,1,24
750,1365.0,77584,tianhe,175.94,4,2,南,1,31
751,950.0,74254,tianhe,127.94,4,1,东,1,27
752,227.0,32899,tianhe,69,3,1,西,1,9
753,300.0,44471,tianhe,67.46,2,1,南,0,8
754,1750.0,65384,tianhe,267.65,5,2,南,1,45
755,335.0,47058,tianhe,71.19,2,1,南,0,9
756,405.0,43568,tianhe,92.96,3,2,西,1,11
757,638.0,58180,tianhe,109.66,3,2,南,0,9
758,1398.0,71059,tianhe,196.74,3,2,西,1,42
759,138.0,39793,yuexiu,34.68,1,1,南,1,9
760,498.0,44934,yuexiu,110.83,3,2,东,0,32
761,268.0,44742,yuexiu,59.9,2,2,西,0,9
762,300.0,52632,yuexiu,57,2,1,东,0,8
763,226.0,27053,yuexiu,83.54,3,2,西,0,8
764,125.0,19084,yuexiu,65.5,2,1,东,0,9
765,380.0,70021,yuexiu,54.27,1,2,南,0,6
766,355.0,40899,yuexiu,86.8,3,2,南,0,9
767,205.0,42035,yuexiu,48.77,2,1,南,0,9
768,648.0,57295,yuexiu,113.1,3,2,西,1,31
769,238.0,33056,yuexiu,72,2,1,北,1,9
770,263.0,50307,yuexiu,52.28,2,1,南,1,7
771,340.0,47888,yuexiu,71,3,1,南,0,8
772,229.0,40879,yuexiu,56.02,3,1,东,1,5
773,1050.0,70470,yuexiu,149,4,2,东,0,29
774,190.0,96791,yuexiu,19.63,3,1,南,1,1
775,338.0,34965,yuexiu,96.67,4,2,东,1,4
776,750.0,73530,yuexiu,102,3,1,东,1,32
777,195.0,38236,yuexiu,51,3,1,东,1,6
778,240.0,27202,yuexiu,88.23,3,2,东,0,9
779,218.0,35379,yuexiu,61.62,2,1,东,0,24
780,235.0,69486,yuexiu,33.82,1,1,东,1,9
781,340.0,79070,yuexiu,43,2,1,东,1,32
782,305.0,48093,yuexiu,63.42,2,1,东,1,9
783,325.0,40514,yuexiu,80.22,2,1,北,0,9
784,350.0,51028,yuexiu,68.59,3,2,东,1,9
785,188.0,41274,yuexiu,45.55,2,1,南,0,9
786,163.0,49141,yuexiu,33.17,2,1,东,0,6
787,163.0,37156,yuexiu,43.87,3,1,南,1,6
788,175.0,29167,yuexiu,60,2,1,东,1,7
789,365.0,49086,liwan,74.36,2,1,西,1,34
790,256.0,32443,liwan,78.91,3,2,东,1,22
791,205.0,27067,liwan,75.74,2,1,西,0,22
792,208.0,32912,liwan,63.2,2,1,北,0,9
793,156.0,32780,liwan,47.59,2,1,东,0,9
794,238.0,33006,liwan,72.11,2,1,南,0,9
795,200.0,31353,liwan,63.79,3,1,东,0,9
796,200.0,25126,liwan,79.6,2,1,西,1,30
797,138.0,33046,liwan,41.76,2,1,东,1,6
798,385.0,41848,liwan,92,3,2,南,1,33
799,125.0,33069,liwan,37.8,2,1,南,1,9
800,237.0,38688,liwan,61.26,2,1,东,0,32
801,160.0,27534,liwan,58.11,2,1,东,0,8
802,470.0,51087,liwan,92,3,2,东,0,31
803,225.0,35715,liwan,63,3,2,南,1,8
804,475.0,47980,liwan,99,3,1,东,1,25
805,179.9,38123,liwan,47.19,3,1,南,1,4
806,215.0,33516,liwan,64.15,3,2,东,1,6
807,360.0,34780,liwan,103.51,3,2,东,0,19
808,338.0,48286,liwan,70,2,1,西,1,31
809,440.0,44226,liwan,99.49,3,2,南,0,32
810,295.0,31280,liwan,94.31,3,1,东,1,18
811,265.0,36447,liwan,72.71,3,1,东,0,28
812,243.0,30000,liwan,81,3,1,东,0,8
813,268.0,34223,liwan,78.31,2,1,西,0,18
814,155.0,27357,liwan,56.66,2,1,北,1,9
815,210.0,37500,liwan,56,3,2,北,1,2
816,240.0,35295,liwan,68,2,1,南,0,9
817,248.0,36412,liwan,68.11,3,1,东,0,9
818,198.0,38158,liwan,51.89,2,1,东,1,8
819,160.0,26482,haizhu,60.42,2,1,南,1,9
820,95.0,26164,haizhu,36.31,2,1,西,1,5
821,240.0,38431,haizhu,62.45,2,1,西,其他,19
822,385.0,38237,haizhu,100.69,3,2,东,1,26
823,498.0,47885,haizhu,104,3,2,东,0,21
824,350.0,42179,haizhu,82.98,2,1,北,1,16
825,279.0,41642,haizhu,67,3,2,南,1,6
826,550.0,55719,haizhu,98.71,3,2,西,0,30
827,650.0,44068,haizhu,147.5,4,1,西,0,30
828,375.0,36597,haizhu,102.47,3,2,南,0,22
829,65.0,32131,haizhu,20.23,1,0,南,0,9
830,245.0,32768,haizhu,74.77,2,1,北,0,10
831,370.0,44370,haizhu,83.39,2,2,南,1,11
832,310.0,45124,haizhu,68.7,2,1,东,0,9
833,140.0,27238,haizhu,51.4,2,1,南,0,9
834,135.0,20947,haizhu,64.45,2,1,东,0,8
835,220.0,28454,haizhu,77.32,2,1,东,0,9
836,255.0,37451,haizhu,68.09,2,1,东,1,18
837,255.0,38072,haizhu,66.98,2,1,北,1,12
838,155.0,36967,haizhu,41.93,2,1,南,1,9
839,415.0,35869,haizhu,115.7,3,2,北,0,21
840,320.0,35871,haizhu,89.21,3,2,西,0,32
841,313.0,42332,haizhu,73.94,2,1,北,0,20
842,385.0,41857,haizhu,91.98,3,1,南,0,12
843,788.0,55947,haizhu,140.85,5,2,南,1,33
844,468.0,52000,haizhu,90,3,2,北,1,26
845,198.0,37565,haizhu,52.71,3,1,南,1,6
846,365.0,41572,haizhu,87.8,3,2,南,0,32
847,168.0,35776,haizhu,46.96,1,1,北,1,23
848,170.0,34837,haizhu,48.8,2,1,东,0,9
849,85.0,21476,panyu,39.58,2,1,南,1,7
850,85.0,16366,panyu,51.94,2,1,南,0,7
851,270.0,30236,panyu,89.3,3,2,东,1,25
852,253.0,27833,panyu,90.9,3,2,西,0,19
853,203.0,26395,panyu,76.91,2,2,东,1,18
854,234.0,24426,panyu,95.8,3,1,南,1,7
855,310.0,27541,panyu,112.56,3,2,东,0,25
856,270.0,26339,panyu,102.51,3,2,东,0,17
857,268.0,19706,panyu,136,3,2,南,0,6
858,180.0,21687,panyu,83,3,2,东,0,32
859,202.0,26309,panyu,76.78,2,2,北,1,18
860,470.0,39831,panyu,118,3,2,东,1,30
861,200.0,21716,panyu,92.1,3,2,东,0,7
862,235.0,25712,panyu,91.4,3,2,南,0,7
863,470.0,34332,panyu,136.9,3,2,南,1,11
864,378.0,32034,panyu,118,3,2,南,1,8
865,197.0,26876,panyu,73.3,2,1,北,0,15
866,105.0,13726,panyu,76.5,2,1,南,0,5
867,129.0,17433,panyu,74,3,2,南,1,6
868,325.0,32500,panyu,100,3,1,南,0,12
869,340.0,16984,panyu,200.2,4,1,南,1,16
870,120.0,23301,panyu,51.5,2,1,东,0,8
871,155.0,14221,panyu,109,3,2,南,0,7
872,228.0,24837,panyu,91.8,3,2,南,0,7
873,212.1,29996,panyu,70.7,2,2,西,0,7
874,218.0,20056,panyu,108.7,3,2,南,1,7
875,138.0,16830,panyu,82,3,2,东,0,8
876,395.0,36239,panyu,109,3,2,东,0,29
877,245.0,23741,panyu,103.2,3,2,东,1,7
878,183.0,21870,panyu,83.68,3,2,南,1,32
879,260.0,33100,baiyun,78.55,2,2,西,1,17
880,335.0,32228,baiyun,103.95,3,2,东,1,9
881,83.0,28146,baiyun,29.49,1,1,东,1,9
882,248.0,39074,baiyun,63.47,2,1,北,0,12
883,190.0,26970,baiyun,70.45,2,2,南,0,8
884,215.0,30776,baiyun,69.86,3,2,西,0,15
885,138.0,34066,baiyun,40.51,2,1,南,1,9
886,140.0,25689,baiyun,54.5,2,1,东,1,9
887,162.0,26428,baiyun,61.3,3,1,南,1,9
888,110.0,29819,baiyun,36.89,1,1,南,其他,18
889,188.0,23992,baiyun,78.36,2,2,南,1,9
890,136.0,20847,baiyun,65.24,2,1,西,0,9
891,385.0,40932,baiyun,94.06,3,2,北,1,30
892,188.0,25423,baiyun,73.95,2,1,南,1,9
893,335.0,36721,baiyun,91.23,3,2,东,1,18
894,145.0,25893,baiyun,56,2,1,西,0,15
895,243.0,32706,baiyun,74.3,2,1,东,0,16
896,196.0,31350,baiyun,62.52,2,1,南,1,32
897,130.0,33274,baiyun,39.07,2,1,南,1,7
898,160.0,21549,baiyun,74.25,3,1,北,0,9
899,263.0,25534,baiyun,103,3,1,南,0,17
900,235.0,30917,baiyun,76.01,2,1,西,1,18
901,185.0,26260,baiyun,70.45,2,1,南,0,8
902,188.0,30387,baiyun,61.87,2,1,南,0,9
903,153.0,25500,baiyun,60,2,1,西,0,9
904,435.0,39045,baiyun,111.41,3,2,东,0,14
905,200.0,28434,baiyun,70.34,2,2,北,1,33
906,220.0,31416,baiyun,70.03,3,2,西,0,7
907,500.0,47770,baiyun,104.67,3,2,南,1,11
908,198.0,30842,baiyun,64.2,2,2,西,0,15
909,475.0,79167,huangpu,60,2,2,东,0,32
910,210.0,24083,huangpu,87.2,2,2,东,1,33
911,112.0,27834,huangpu,40.24,2,1,南,0,8
912,305.0,36427,huangpu,83.73,3,2,东,0,28
913,178.0,18051,huangpu,98.61,3,2,东,1,32
914,165.0,24148,huangpu,68.33,2,1,西,1,6
915,195.0,21547,huangpu,90.5,3,2,北,0,7
916,227.0,32956,huangpu,68.88,2,2,南,1,32
917,209.0,22917,huangpu,91.2,3,2,北,0,4
918,233.0,29125,huangpu,80,2,2,南,1,18
919,340.0,37770,huangpu,90.02,2,1,南,0,18
920,123.0,25382,huangpu,48.46,2,1,南,0,7
921,280.0,38059,huangpu,73.57,2,1,北,0,9
922,380.0,46033,huangpu,82.55,3,1,南,0,9
923,103.0,19008,huangpu,54.19,2,1,东,0,8
924,255.0,19958,huangpu,127.77,3,2,南,1,32
925,199.0,18719,huangpu,106.31,3,2,南,1,18
926,300.0,47289,huangpu,63.44,2,1,东,0,6
927,315.0,36287,huangpu,86.81,3,2,东,1,9
928,206.0,31581,huangpu,65.23,2,2,西,0,9
929,248.0,25541,huangpu,97.1,3,2,东,1,9
930,130.0,21488,huangpu,60.5,2,1,南,0,7
931,118.0,25322,huangpu,46.6,1,0,东,1,21
932,188.0,27607,huangpu,68.1,2,1,西,1,7
933,120.0,20271,huangpu,59.2,2,1,西,1,6
934,460.0,57928,huangpu,79.41,3,1,南,0,8
935,175.0,32366,huangpu,54.07,2,1,东,1,9
936,305.0,45266,huangpu,67.38,3,2,北,0,9
937,550.0,55455,huangpu,99.18,4,2,北,1,8
938,95.0,8495,huangpu,111.84,3,1,南,0,7
939,165.0,11953,conghua,138.05,4,2,西,1,18
940,198.0,14072,conghua,140.71,3,2,南,毛坯,17
941,165.0,12994,conghua,126.99,3,2,西,毛坯,24
942,190.0,14820,conghua,128.21,3,2,东,毛坯,12
943,385.0,13758,conghua,279.85,5,2,东,毛坯,3
944,200.0,15568,conghua,128.47,4,2,东,1,13
945,265.0,16785,conghua,157.88,4,2,西,1,17
946,410.0,19306,conghua,212.38,5,2,南,毛坯,3
947,230.0,18485,conghua,124.43,3,2,南,1,24
948,100.0,9802,conghua,102.03,3,2,东,0,8
949,190.0,15555,conghua,122.15,3,2,北,毛坯,27
950,177.0,12935,conghua,136.84,3,2,西,毛坯,7
951,116.0,15280,conghua,75.92,3,2,东,1,6
952,200.0,14227,conghua,140.58,4,2,南,毛坯,15
953,180.0,11921,conghua,151,4,2,北,毛坯,15
954,222.0,14510,conghua,153,3,2,南,毛坯,15
955,175.0,15718,conghua,111.34,3,2,南,毛坯,15
956,375.0,13981,conghua,268.24,6,2,南,1,3
957,190.0,12583,conghua,151,4,2,北,毛坯,15
958,260.0,17694,conghua,146.95,4,2,南,1,7
959,191.0,16054,conghua,118.98,3,2,南,毛坯,6
960,199.0,13189,conghua,150.89,4,2,东,0,6
961,170.0,9618,conghua,176.77,4,3,南,0,6
962,141.0,11950,conghua,118,3,2,南,毛坯,17
963,172.0,15451,conghua,111.32,3,2,北,1,15
964,190.0,13128,conghua,144.73,4,2,南,1,4
965,185.0,15883,conghua,116.48,6,2,北,1,18
966,225.0,16334,conghua,137.75,3,2,南,毛坯,7
967,230.0,12609,conghua,182.42,3,2,东,其他,12
968,190.0,12667,conghua,150,4,2,北,毛坯,15
969,85.0,22073,zengcheng,38.51,1,1,东,1,18
970,210.0,22463,zengcheng,93.49,3,2,东,1,18
971,132.0,17629,zengcheng,74.88,2,1,南,1,6
972,125.0,24320,zengcheng,51.4,2,1,南,0,18
973,106.0,13250,zengcheng,80,2,2,西,1,26
974,175.0,20738,zengcheng,84.39,2,2,北,0,18
975,190.0,21081,zengcheng,90.13,3,2,南,1,33
976,142.0,21941,zengcheng,64.72,2,2,西,0,18
977,217.0,22602,zengcheng,96.01,3,2,西,1,29
978,150.0,15169,zengcheng,98.89,3,2,东,1,18
979,185.0,19673,zengcheng,94.04,3,2,南,1,6
980,61.0,8149,zengcheng,74.86,2,2,南,0,7
981,130.0,15922,zengcheng,81.65,3,2,南,0,19
982,146.0,16686,zengcheng,87.5,3,2,南,0,6
983,155.0,15029,zengcheng,103.14,3,2,东,1,14
984,185.0,19069,zengcheng,97.02,2,2,南,0,18
985,175.0,21491,zengcheng,81.43,2,2,北,0,23
986,128.0,21102,zengcheng,60.66,2,1,东,1,32
987,228.0,20713,zengcheng,110.08,3,2,南,其他,18
988,250.0,15805,zengcheng,158.18,4,2,南,1,18
989,163.0,18866,zengcheng,86.4,2,2,南,0,32
990,167.0,17697,zengcheng,94.37,3,2,西,毛坯,32
991,165.0,18584,zengcheng,88.79,3,2,南,0,17
992,188.0,20733,zengcheng,90.68,3,2,南,1,33
993,236.0,23328,zengcheng,101.17,3,2,南,毛坯,33
994,220.0,21996,zengcheng,100.02,3,2,南,1,28
995,92.0,24785,zengcheng,37.12,1,1,北,0,15
996,117.0,20505,zengcheng,57.06,2,2,南,1,6
997,182.0,23244,zengcheng,78.3,2,2,南,毛坯,31
998,198.0,23659,zengcheng,83.69,2,2,东,1,18
999,475.0,79167,huadu,60,2,2,东,0,32
1000,210.0,24083,huadu,87.2,2,2,东,1,33
1001,112.0,27834,huadu,40.24,2,1,南,0,8
1002,305.0,36427,huadu,83.73,3,2,东,0,28
1003,178.0,18051,huadu,98.61,3,2,东,1,32
