title,ddec,loupan,area,house_type,unitPrice,toward,renovation,positionInfo,totalPrice 
shunde,顺德碧桂园中北区  一楼大三房   带精装修 拎包入住,顺德碧桂园中北区（洋房） -顺德碧桂园,107平米,3室2厅,单价28038元/平米,南,简装,低楼层(共1层),300
tianhe,黄村BRT旁 远洋明苑 电梯三房 业主自住 基本随时可看,远洋明苑 -东圃,95平米,3室1厅,单价33158元/平米,东北,精装,中楼层(共18层),315
tianhe,信华花园 安静三房望花园 中高楼层 采光好,华景新城信华花园 -华景新城,90.48平米,3室1厅,单价56367元/平米,西北,精装,高楼层(共31层),510
tianhe,世纪绿洲二期电梯2房，采光好，保养好,保利世纪绿洲二期 -龙洞,89.39平米,2室2厅,单价36694元/平米,东,精装,中楼层(共18层),328
tianhe,朝晖苑 望花园 户型方正 南向安静三房,朝晖苑 -林和,108.18平米,3室2厅,单价70254元/平米,南,简装,中楼层(共29层),760
tianhe,天河公园隽园 精装三房 景观好望公园 通风对流,隽园 -天河公园,80.57平米,3室2厅,单价68264元/平米,东北,精装,低楼层(共31层),550
tianhe,华景新城  实用小三房  入住舒适,华景新城逸意居 -华景新城,94.92平米,3室2厅,单价50043元/平米,东北,精装,高楼层(共31层),475
tianhe,信华花园 南向 户型好 安静 采光通风 视野开阔,华景新城信华花园 -华景新城,108.77平米,3室2厅,单价56542元/平米,东南,简装,低楼层(共31层),615
tianhe,地铁口3房，带主套，南北对流，干爽舒适,育龙居 -龙洞,90.33平米,3室2厅,单价31551元/平米,西南,精装,低楼层(共9层),285
tianhe,信华花园 西南无遮挡视野好 能晒到太阳 安静,华景新城信华花园 -华景新城,91平米,3室2厅,单价56594元/平米,西南,精装,中楼层(共29层),515
tianhe,天朗明居 精装2房 高层安静舒适,富力天朗明居S区 -棠下,65.84平米,2室2厅,单价46932元/平米,北,精装,高楼层(共18层),309
tianhe,业主已买换房急售 高层采光通风好 自住保养好,城市假日园 -东圃,78.93平米,2室1厅,单价44977元/平米,西北,精装,高楼层(共18层),355
tianhe,汇景新城  中层三房  三面通风  视野开阔  居家之选,汇景新城龙熹山 -汇景新城,178.45平米,3室2厅,单价53237元/平米,南,精装,中楼层(共30层),950
tianhe,瑞心苑 明星小区 户型方正两房 业主有心卖,瑞心苑 -燕塘,77.94平米,2室2厅,单价40416元/平米,东北,简装,中楼层(共11层),315
tianhe,中海康城 精装三房 保养好 采光好,中海康城 -黄村,99.5平米,3室2厅,单价36684元/平米,北,精装,中楼层(共7层),365
tianhe,楼层好，视野宽阔，带电梯，配套设施齐全，交通便利,天鹅花苑 -长兴,73.1平米,3室1厅,单价35568元/平米,东,简装,中楼层(共9层),260
tianhe,天力居  花园式两房 高层视野好,天力居 -东圃,57.43平米,2室1厅,单价33084元/平米,北,简装,高楼层(共12层),190
tianhe,84..42平方米的大两房  空间宽敞 带双阳台省6.3%双税,中海康城 -黄村,84.42平米,2室2厅,单价35537元/平米,西北,简装,低楼层(共19层),300
tianhe,盈彩美居北向三房，安静看花园，通风，保养良好,盈彩美居 -东圃,97.58平米,3室2厅,单价44067元/平米,北,简装,中楼层(共26层),430
tianhe,太阳广场 南向三房 厅出阳台 位置安静,太阳广场 -天润路,99.56平米,3室2厅,单价57252元/平米,南,精装,高楼层(共18层),570
tianhe,车陂地铁温馨两房 拎包入住 随时看房 业主换大房,富力天朗明居N区 -棠下,63.98平米,2室1厅,单价43139元/平米,东北,精装,中楼层(共26层),276
tianhe,此房业主诚意出售，东南向大三房二位，业主急售！,东圃广场 -东圃,109.42平米,3室2厅,单价40761元/平米,东南,简装,低楼层(共17层),446
tianhe,有花园在家门口.，空气好，文化氛围好,棠德花园 -棠下,42.72平米,1室1厅,单价30431元/平米,北,简装,低楼层(共9层),130
tianhe,此房子户型方正 厅出阳台，北向采光好,乐意居花园 -长兴,58.59平米,2室1厅,单价31747元/平米,北,简装,高楼层(共9层),186
tianhe,天河花苑：方正、实用、精装小户型、带全屋电器,天鹅花苑 -长兴,42平米,1室1厅,单价38096元/平米,西,精装,中楼层(共6层),160
tianhe,该房屋格局无变动、方正三房，红本在手随时签约。,城市假日园 -东圃,83.35平米,3室2厅,单价49791元/平米,南,精装,中楼层(共17层),415
tianhe,天力居   南北对流户型   小区花园,天力居 -东圃,66.92平米,2室2厅,单价34370元/平米,北,简装,高楼层(共12层),230
tianhe,美好居安静3房，户型方正，双阳台，交通便利,美好居 -车陂,76.32平米,3室2厅,单价39047元/平米,北,精装,高楼层(共12层),298
tianhe,盈彩美居 正规大三房 格局方便 交通便利 看房方便,盈彩美居 -东圃,100.88平米,3室2厅,单价43518元/平米,东,简装,中楼层(共11层),439
tianhe,金融城旁 交通便利 中层东南向全明两房 可拎包入住,棠德花园 -棠下,56.18平米,2室1厅,单价32930元/平米,东南,精装,低楼层(共9层),185
tianhe,小区位置安静，电梯房  带独立 天台有花园,广东省新闻出版局宿舍 -五山,86.2平米,3室2厅,单价41764元/平米,北,简装,高楼层(共9层),360
yuexiu,满五唯一 格局好 大阳台 视野采光好,五羊小区 -五羊新城,39.43平米,1室1厅,单价45651元/平米,东,精装,高楼层(共8层),180
yuexiu,下塘西路 业主诚意放卖 一梯两户 东南朝向  双公园,下塘西路 -麓景,69.7平米,2室1厅,单价31564元/平米,东南,简装,高楼层(共9层),220
yuexiu,东川路 底层三房 精装修 格局方正 带入户小花园,菜园东 -东川路,47.47平米,3室1厅,单价54140元/平米,北,精装,中楼层(共7层),257
yuexiu,共和怡苑  框架结构  南北朝向,共和怡苑 -杨箕,76.84平米,3室1厅,单价64420元/平米,南,精装,中楼层(共9层),495
yuexiu,东川路封闭式花园小区电梯房 望花园安静不吵,洛桑美地 -东川路,48平米,2室1厅,单价59375元/平米,北,精装,高楼层(共18层),285
yuexiu,中科院单位二房  中楼层 采光通风 安静安全,先烈中路81号大院 -黄花岗,61.34平米,2室1厅,单价40757元/平米,南 北,简装,中楼层(共6层),250
yuexiu,惠福西路 楼梯楼三房 西南朝向,惠福西路走木街 -解放南,64平米,3室1厅,单价35157元/平米,西南,精装,中楼层(共9层),225
yuexiu,北京路方正两房 光线好南北对流 中层楼梯,惠福东路盐运西正街 -北京路,64.02平米,2室1厅,单价29523元/平米,北 南,简装,中楼层(共6层),189
yuexiu,原道路框架两房，格局好，采光户型通透，交通方便，,华侨新村原道路 -淘金,61.29平米,2室1厅,单价39974元/平米,东南,简装,中楼层(共9层),245
yuexiu,东华东路 锦桦大厦 精装三房 南北对流  景观房,锦桦大厦锦桦荟 -东川路,104.64平米,3室2厅,单价57340元/平米,北,精装,高楼层(共31层),600
yuexiu,中上层精致二房，交通便利，户型通风好，光线充足。,大德路 -解放南,59.33平米,2室1厅,单价27811元/平米,东南,简装,中楼层(共6层),165
yuexiu,大院管理首层复式三房一厅，全新装修，附带私家车位,光塔路进步里 -西门口,40.54平米,3室1厅,单价48841元/平米,南,精装,低楼层(共1层),198
yuexiu,三面采光，东南北对流，通风好，中层单位,文明路 -农讲所,79.6平米,3室1厅,单价37689元/平米,东南 西北,简装,中楼层(共9层),300
yuexiu,德政南路+全明屋+业主急卖+户型方正,德政南路 -越秀南,60平米,2室1厅,单价30000元/平米,东南,简装,高楼层(共9层),180
yuexiu,北京路 农讲所电梯房大单间 南向,锦源国际公寓 -北京路,43.32平米,1室1厅,单价29548元/平米,南,精装,低楼层(共37层),128
yuexiu,西门口地铁低层，通风好，采光充足,百灵路 -西门口,15.1平米,1室1厅,单价41722元/平米,东,精装,中楼层(共5层),63
yuexiu,东山口电梯四房 带天台花园  省委宿舍,农林上路 -东山口,135.65平米,4室2厅,单价70771元/平米,东 南 北,简装,高楼层(共5层),960
yuexiu,拥翠小区 实用一室一厅 精装修 南向,拥翠小区 -建设路,39.7平米,1室1厅,单价41562元/平米,南 北,精装,中楼层(共7层),165
yuexiu,此房满五年，低楼层，正规三房，视野宽阔，采光好,东风西路 -东风西,85.77平米,3室2厅,单价39641元/平米,东南,精装,中楼层(共8层),340
yuexiu,湖滨苑  精致两房 南向 厅出阳台,湖滨苑 -东湖,60.09平米,2室2厅,单价42936元/平米,南,精装,中楼层(共8层),258
yuexiu,五羊新城 单边位 采光充足 生气勃勃,五羊小区 -五羊新城,67.82平米,2室1厅,单价39075元/平米,东 南,简装,高楼层(共8层),265
yuexiu,下塘西路全明屋+户型方正+业主诚意出售,科技馆大院 -麓景,61平米,2室1厅,单价36886元/平米,东南,简装,中楼层(共9层),225
yuexiu,大院管理 西南北向单边位 通风采光好 正规三房,黄华路 -建设路,78.58平米,3室1厅,单价43523元/平米,南,简装,中楼层(共9层),342
yuexiu,低楼层房子带20多平方私家花园适合老人家住,五羊小区 -五羊新城,39平米,2室2厅,单价64103元/平米,东,简装,低楼层(共9层),250
yuexiu,圣安苑 2室1厅 112万,圣安苑 -桂花岗,51.87平米,2室1厅,单价21593元/平米,东北,简装,中楼层(共8层),112
yuexiu,庙前西街 电梯三房 交通便利 业主诚意出售,广东商业大厦 -东山口,107.13平米,3室2厅,单价51807元/平米,东 南 北,简装,高楼层(共21层),555
yuexiu,东南向安静两房 小区环境好 近地铁 交通方便 楼龄新,教师宿舍 -杨箕,80.35平米,2室2厅,单价65962元/平米,东南,简装,中楼层(共18层),530
yuexiu,东南向方正小四房，精装修家园最笋,淘金家园峯璟 -淘金,145平米,4室1厅,单价55173元/平米,东南,精装,高楼层(共30层),800
yuexiu,大院管理     省级原小北路校  低层  朝南北对流,应元路 -小北,66平米,3室2厅,单价62122元/平米,南,简装,低楼层(共8层),410
yuexiu,单边东南大三房，百米楼距附超大平台。,惠福西路 -解放南,60.8平米,3室1厅,单价37829元/平米,南,精装,高楼层(共6层),230
liwan,荔怡中心 3室2厅 395万,荔怡中心 -周门,105.39平米,3室2厅,单价37480元/平米,东南,精装,中楼层(共20层),395
liwan,司马坊 精致二房 房出阳台 采光通风好,西华路 -西华路,44.85平米,2室1厅,单价30101元/平米,东南,简装,高楼层(共6层),135
liwan,高层单位 采光通风好 装修保养新,中山八路新都里 -中山八,56.67平米,2室1厅,单价29116元/平米,东南,精装,高楼层(共10层),165
liwan,东浚荔景苑，高层单位，视野采光好，安静不吵,东浚荔景苑 -中山八,95.97平米,3室1厅,单价41680元/平米,东北,精装,高楼层(共37层),400
liwan,VR房     满二      精装修     大阳台    大社区,保利公园九里 -龙溪,128.34平米,3室2厅,单价32336元/平米,南,精装,中楼层(共32层),415
liwan,怡福花园 2室1厅 112万,怡福花园 -滘口,41.94平米,2室1厅,单价26705元/平米,东南,简装,中楼层(共9层),112
liwan,花语水岸 精装实用三房 高层望花园望江 通风采光好,花语水岸 -大坦沙,88.38平米,3室2厅,单价45825元/平米,北,精装,高楼层(共26层),405
liwan,金道花园 原装电梯3房 户型方正 采光好无遮挡,金道花园 -鹤洞,78.91平米,3室2厅,单价27880元/平米,西南,简装,高楼层(共22层),220
liwan,万盛苑  花园小区，环境安静视野开阔，通风对流,万盛苑 -芳村,59.98平米,2室2厅,单价39680元/平米,东南,精装,中楼层(共11层),238
liwan,如意阁中层两房 11号环城线旁 不足20年楼龄,如意阁 -芳村,52.51平米,2室1厅,单价26091元/平米,西北,简装,中楼层(共8层),137
liwan,周门南小区 稀有低层 厅出阳台 户型方正,周门小区周门南路 -周门,59.78平米,1室1厅,单价29275元/平米,北,简装,低楼层(共9层),175
liwan,越秀电梯中层 三房带主套  厅出大阳台,伟业阁 -西华路,97.14平米,3室2厅,单价40766元/平米,西南,精装,中楼层(共18层),396
liwan,大型封闭小区 环境较好 楼层好 采光通风佳,芳村花园 -坑口,110.95平米,3室2厅,单价32448元/平米,东南,精装,中楼层(共32层),360
liwan,新世界逸彩庭园  中高层 望花园 通风采光好,新世界逸彩庭园 -滘口,78.3平米,2室1厅,单价35122元/平米,南,精装,高楼层(共19层),275
liwan,合兴苑 中层2房，望花园，安静不朝马路,合兴苑 -花地湾,72.34平米,2室1厅,单价26957元/平米,南 北,简装,中楼层(共9层),195
liwan,交通方便  实用简装 中高层 采光好 小两房,西湾路 -西村,56.68平米,2室1厅,单价31758元/平米,东南,简装,高楼层(共9层),180
liwan,荔港南湾 望江三房  视野开阔,荔港南湾 -南岸路,89.62平米,3室2厅,单价39389元/平米,北,简装,中楼层(共34层),353
liwan,四季花园 电梯三房 望花园 近地铁站 少有放盘业主急售,四季花园 -坑口,113平米,3室2厅,单价35399元/平米,西南,精装,中楼层(共18层),400
liwan,实用大三房两卫，户型好 通风采光好,荔港南湾 -南岸路,110.79平米,3室2厅,单价34751元/平米,北,简装,中楼层(共33层),385
liwan,四季花园 电梯两房 南向望花园 近地铁,四季花园 -坑口,74.02平米,2室2厅,单价36477元/平米,南,简装,中楼层(共18层),270
liwan,户型方正 住家装修 厅直出阳台，采光通风良好。,中山八路 -中山八,62.5平米,3室2厅,单价26880元/平米,南 北,简装,高楼层(共9层),168
liwan,东鹏花园 封闭式小区 电梯中层 带平台花园,东鹏花园二期 -坑口,50.02平米,1室1厅,单价29989元/平米,西南,简装,低楼层(共12层),150
liwan,证够五年 南向小三房 电梯中层 方正实用近地铁300米,恒荔湾畔 -芳村,94.76平米,3室1厅,单价52238元/平米,西南,精装,中楼层(共33层),495
liwan,新世界凯粤湾 近5号线滘口地铁站  舒适大两房。,新世界凯粤湾 -滘口,84.18平米,2室2厅,单价40390元/平米,东北,精装,低楼层(共33层),340
liwan,周门成熟小区 中层南向两房 厅出阳台  过五年唯一,周门园中园小区 -周门,64.57平米,2室1厅,单价35621元/平米,东南,精装,中楼层(共9层),230
liwan,东浚荔景苑 户型方正 视野采光好 花园小区 满五唯一,东浚荔景苑 -中山八,100平米,4室1厅,单价43800元/平米,西,精装,中楼层(共37层),438
liwan,黄沙大道 电梯实用2房 采光好,黄沙大道 -黄沙,93.5平米,3室2厅,单价29947元/平米,东北,简装,中楼层(共12层),280
liwan,万科物业 实用三房 满五唯一 无遮挡视野开阔,万科柏悦湾 -大坦沙,104.16平米,3室2厅,单价36483元/平米,西北,精装,中楼层(共18层),380
liwan,新丽苑  低楼层 正两房采光好,新丽苑 -龙溪,56.3平米,2室1厅,单价19539元/平米,东南,简装,低楼层(共6层),110
liwan,银建小区 电梯两房 精装修 可拎包入住,银建小区 -周门,54.25平米,2室1厅,单价41475元/平米,北,精装,中楼层(共9层),225
haizhu,第三金碧花园  南北对流  格局方正 明厨明卫,金碧花园第三金碧 -金碧,67.82平米,2室1厅,单价38190元/平米,南,简装,低楼层(共26层),259
haizhu,金碧三期南向望花园  三房带主人套间,金碧花园第三金碧 -金碧,116.18平米,3室2厅,单价40885元/平米,南,精装,中楼层(共32层),475
haizhu,愉景雅苑，厅出阳台，望小蛮腰，通风采光好，急卖,愉景雅苑 -新港西,75.8平米,2室2厅,单价46834元/平米,北,简装,中楼层(共13层),355
haizhu,广州大道南 翠馨华庭 三房一厅,翠馨华庭 -广州大道南,53.92平米,3室1厅,单价34867元/平米,西,简装,低楼层(共24层),188
haizhu,洪德路永兴街  户型方正  采光充足  笋,洪德路永兴街 -洪德,40平米,2室1厅,单价22500元/平米,东南,简装,高楼层(共6层),90
haizhu,沙园沙园八街 2室1厅 120万,沙园沙园八街 -沙园,40.39平米,2室1厅,单价29711元/平米,东南,简装,低楼层(共6层),120
haizhu,鸿运花园  低层小2房  总价低,鸿运花园 -赤岗,50.47平米,2室1厅,单价35665元/平米,北,简装,低楼层(共8层),180
haizhu,锦骏华庭  东南三房  户型方正装修好,锦骏华庭 -滨江东,89.81平米,3室2厅,单价57344元/平米,南,精装,高楼层(共28层),515
haizhu,此房为大户型四房二厅三卫，南向，花园小区，近地铁,光大花园 -工业大道北,162.7平米,4室2厅,单价44254元/平米,南,精装,高楼层(共11层),720
haizhu,攀桂街远洋宿舍  正规一房一厅 户型方正,远洋宿舍攀桂街 -中大,45.21平米,1室1厅,单价30967元/平米,南,简装,低楼层(共7层),140
haizhu,粤信广场 2室1厅 286万,粤信广场 -赤岗,75平米,2室1厅,单价38134元/平米,东南,其他,低楼层(共9层),286
haizhu,宽敞实用、户型方正，通风好，采光充足装修保养好,金沙花园(海珠区) -工业大道北,72.5平米,2室1厅,单价37242元/平米,西北,精装,中楼层(共9层),270
haizhu,丰盈居，南向3房，带大平台，装修新净,丰盈居 -滨江东,90.69平米,3室2厅,单价43004元/平米,南,精装,低楼层(共23层),390
haizhu,第三金碧花园 东南向高层两房 视野很开阔 通风采光好,金碧花园第三金碧 -金碧,78.98平米,2室2厅,单价40517元/平米,东南,精装,高楼层(共32层),320
haizhu,滨江边 实用两房 *三房 东向采光好,滨江中路 -滨江中,60.9平米,2室1厅,单价28244元/平米,东,简装,中楼层(共8层),172
haizhu,雅景苑 正规小两房 南向房出阳台 保养新净,雅景苑 -新港西,47.99平米,2室1厅,单价31257元/平米,南,精装,高楼层(共9层),150
haizhu,格局方正  安静望花园   采光通风好,金碧花园第二金碧 -金碧,57.4平米,2室1厅,单价37457元/平米,西北,简装,低楼层(共12层),215
haizhu,万华花园五福阁电梯两房 厅出阳台对花园,万华花园 -南洲,64.21平米,2室1厅,单价37378元/平米,东北,精装,中楼层(共12层),240
haizhu,证过五年唯一物业 装修保养好 拎包即住  交通便利,金碧花园第一金碧 -金碧,69.34平米,2室2厅,单价37497元/平米,东南,简装,中楼层(共22层),260
haizhu,此房满五唯一，楼层好，阳台东向，安静望花园,金碧花园第三金碧 -金碧,66.79平米,2室1厅,单价38928元/平米,东 西,简装,中楼层(共32层),260
haizhu,东向3房，望花园，厅出阳台，通风采光好，视野开阔,愉景雅苑 -新港西,89平米,3室2厅,单价48877元/平米,东,精装,高楼层(共13层),435
haizhu,光大花园 绿化好  户型方正实用,光大花园 -工业大道北,102.73平米,3室2厅,单价49645元/平米,南,简装,低楼层(共11层),510
haizhu,江南雅居 方正两房 管理严格 少有放盘,江南雅居 -昌岗,61.5平米,2室1厅,单价39025元/平米,东,精装,中楼层(共9层),240
haizhu,嘉仕花园尚海轩 厅出阳台 保养新净 采光通风好,嘉仕花园东区 -滨江东,57.5平米,2室1厅,单价49566元/平米,东北,简装,低楼层(共33层),285
haizhu,罗马家园 三房带主套 高层望海珠湖 保养好,罗马家园 -沥滘,107.92平米,3室2厅,单价37992元/平米,东北,精装,高楼层(共18层),410
haizhu,滨江瑞城   实用三房    格局方正,滨江瑞城 -金碧,87.01平米,3室1厅,单价36778元/平米,东,简装,低楼层(共30层),320
haizhu,荟翠苑 小区管理 原装马赛克外墙 东南向,荟翠苑 -新港西,74.68平米,2室2厅,单价21157元/平米,南,简装,高楼层(共9层),158
haizhu,光大花园一期 花园小区两房 温馨安静,光大花园 -工业大道北,71.89平米,2室2厅,单价45904元/平米,北,简装,低楼层(共11层),330
haizhu,南景园南向电梯两房 江泰路万科里商圈 业主诚心出售,南景园 -江燕路,67.6平米,2室1厅,单价35208元/平米,西南,简装,高楼层(共18层),238
haizhu,金碧三期  南北向望花园 安静两房,金碧花园第三金碧 -金碧,71.36平米,2室2厅,单价40640元/平米,南 北,简装,低楼层(共32层),290
panyu,如意中 心，实用三房，采光好，通风不错，地铁2号线,如意中心 -洛溪,79.1平米,3室1厅,单价25285元/平米,西北,精装,中楼层(共16层),200
panyu,南向实用三房，业主平卖，楼下地铁动工中.,祈福缤纷汇 -祈福新村,93.44平米,3室2厅,单价38528元/平米,南 西南,简装,高楼层(共33层),360
panyu,房子很不错，业主诚心出售的。看中可以商谈哦,侨宫苑 -市桥,84.2平米,3室2厅,单价18053元/平米,南,简装,中楼层(共8层),152
panyu,丽江花园 一房一厅 总价低 生态小区,丽江花园德荫楼 -南浦,41.5平米,1室1厅,单价25784元/平米,西北 东北,精装,低楼层(共16层),107
panyu,锦绣香江紫荆园 东南向看花园电梯三房两卫 有匙随时看,锦绣香江花园紫荆园 -汉溪,94.87平米,3室2厅,单价38474元/平米,东南,精装,中楼层(共8层),365
panyu,奥园南向三房 一梯两户 采光好 笋盘出售,广州奥林匹克花园 -洛溪,97.63平米,3室2厅,单价32777元/平米,南,简装,中楼层(共6层),320
panyu,全屋视野开阔，透风采光良好，硬装布局细腻合理精致,雅居乐城南源著 -桥南,95.5平米,3室2厅,单价31938元/平米,东南,精装,中楼层(共11层),305
panyu,广州雅居乐花园雅逸庭  大三房,广州雅居乐花园雅逸庭 -雅居乐,124.55平米,3室2厅,单价34525元/平米,西南,精装,高楼层(共11层),430
panyu,方正三房 装修保养好 采光好 业主自主 看房方便,富庭华园 -大石,115.3平米,3室2厅,单价22811元/平米,北 东,精装,高楼层(共7层),263
panyu,广州碧桂园 温馨两房 双阳台 中楼层 视野好,广州碧桂园雅苑 -南浦,71.3平米,2室1厅,单价25246元/平米,西北,简装,中楼层(共6层),180
panyu,东海花园高层南向两房采光通风好,東海花園 -厦滘,78.41平米,2室1厅,单价36348元/平米,南,精装,高楼层(共24层),285
panyu,鸿城花园 看房很方便 随时可看 电梯两房 东南朝向,鸿城花园 -市桥,81.3平米,2室1厅,单价23617元/平米,东南,精装,低楼层(共28层),192
panyu,毛坯房 实用方正户型 二楼带大露台 利用率高,自在城市花园四期诺德名筑 -汉溪,78.06平米,2室2厅,单价24341元/平米,北,毛坯,低楼层(共11层),190
panyu,鸿基花园 刚需电梯2房 南向小户型,鸿基花园 -市桥,75.5平米,2室1厅,单价21590元/平米,南,简装,中楼层(共12层),163
panyu,房子满2年 户型实用 简单装修 随时看房,祈福新村翠怡居 -祈福新村,57.6平米,2室2厅,单价25174元/平米,北,精装,中楼层(共5层),145
panyu,一尺山居 正规两房 满两年 小区中间位置,广州雅居乐花园一尺山居 -雅居乐,81.47平米,2室1厅,单价31914元/平米,西南,简装,中楼层(共11层),260
panyu,视野开阔，采光好。交通方便，安全出行,亚运城运动员村四区 -亚运城,91.8平米,2室1厅,单价23421元/平米,南,简装,低楼层(共14层),215
panyu,东华一期  小区中间位置   中楼层  南向小三房,东华花园 -市桥东,81.8平米,3室2厅,单价27507元/平米,南,简装,中楼层(共7层),225
panyu,德字楼 南向小户型1房1厅 通风采光好 出租容易,丽江花园德荫楼 -南浦,41平米,1室1厅,单价25610元/平米,南,简装,低楼层(共16层),105
panyu,蝶舞轩南向3楼  中间楼层 过五年唯一,祈福新村蝶舞轩 -祈福新村,67.6平米,2室2厅,单价29586元/平米,南,简装,中楼层(共6层),200
panyu,万科金色城金品，户型方正，装修好拎包入住,万科金色城品 -桥南,48平米,3室2厅,单价54167元/平米,南,精装,中楼层(共8层),260
panyu,南向住宅一房，地铁口500米，可迁户口，可明火,广州雅居乐花园十年小雅 -雅居乐,28.85平米,1室1厅,单价47002元/平米,南,精装,33层,135.6
panyu,南奥一楼带花园两房 单边阳光房 环境好,南国奥林匹克花园 -汉溪,36.88平米,2室1厅,单价39317元/平米,北,精装,低楼层(共6层),145
panyu,禺雅园 格局方正 三房 业主诚意出售,禺雅园 -市桥,106.5平米,3室2厅,单价16902元/平米,南,精装,高楼层(共7层),180
panyu,此房过满五年唯一，双阳台 靓位，安静舒适，采光好。,祈福新村湖景居 -祈福新村,58.7平米,2室2厅,单价24702元/平米,北,精装,高楼层(共4层),145
panyu,采光好 随时可看  业主一直自住  现在自换,祈福新村青怡居 -祈福新村,68.85平米,2室2厅,单价23966元/平米,北,简装,中楼层(共5层),165
panyu,天誉一期南向三房出售 证过两年 位置好,亚运城天誉 -亚运城,109.85平米,3室2厅,单价27948元/平米,东南,精装,高楼层(共32层),307
panyu,洛溪新城 实用两房 采光视野好,如意花园 -洛溪,69.05平米,2室1厅,单价20565元/平米,南,简装,高楼层(共7层),142
panyu,小区中间位置 中楼层 环境舒适 诚意卖,金业花园 -桥南,84.9平米,3室2厅,单价24147元/平米,东南,简装,中楼层(共5层),205
panyu,够五年唯一物业 格局方正 框架结构 南向低楼层,禺雅园 -市桥,72.8平米,2室2厅,单价20605元/平米,南,简装,中楼层(共7层),150
baiyun,此房过五年唯一 楼梯中层 稀有在售总价低,梅园大厦 -梅花园,48平米,2室1厅,单价28125元/平米,西,简装,中楼层(共9层),135
baiyun,金碧雅苑 高层 采光好 通风好 装修保养好,金碧雅苑 -黄边,71.53平米,2室1厅,单价34671元/平米,东北,精装,中楼层(共18层),248
baiyun,此房楼层好，采光充足，没有遮挡，户型方正，,合益小区 -机场路,76.3平米,3室1厅,单价20053元/平米,南,简装,中楼层(共9层),153
baiyun,怡新花园电梯高层 精装两房 望小区花园 景观不错,怡新花园 -梅花园,79.27平米,2室2厅,单价45667元/平米,西,精装,中楼层(共15层),362
baiyun,盈富居 电梯 实用二房 交通便利,盈富居 -罗冲围,52.34平米,2室2厅,单价30188元/平米,西北,简装,中楼层(共9层),158
baiyun,"此房满五唯一，楼层好，装修新，采光通风都不错,",时代花园 -机场路,112.18平米,3室2厅,单价33429元/平米,北,精装,中楼层(共15层),375
baiyun,兴云路 大平台 方正户型 低楼层,兴云路 -景泰,70.53平米,2室2厅,单价28074元/平米,南 北,精装,中楼层(共5层),198
baiyun,保利汇海花园 温馨三房 户型实用,保利西海岸汇海花园 -金沙洲,84.02平米,3室2厅,单价30350元/平米,西,精装,低楼层(共25层),255
baiyun,东方明珠花园 间隔两房 精致装修 通风好,东方明珠花园 -白云大道南,71.08平米,2室1厅,单价34891元/平米,南 北,精装,高楼层(共7层),248
baiyun,近京溪地铁 万科物业 天河御品,天河御品 -京溪,91.66平米,3室1厅,单价42549元/平米,南,精装,低楼层(共25层),390
baiyun,金兰花园 小区管理 交通便利 旺中带静,广信金兰花园 -白云大道南,67.56平米,2室1厅,单价34784元/平米,东 东北,精装,中楼层(共7层),235
baiyun,三元里 中医院宿舍单位房 格局方正实用,三元里大道中医院宿舍 -机场路,74.9平米,2室1厅,单价21229元/平米,西南,简装,中楼层(共9层),159
baiyun,春晖闲庭 南向 格局好 楼层适中 视野充足 交通便利,春晖闲庭 -南湖,133.01平米,4室2厅,单价28946元/平米,南,毛坯,中楼层(共7层),385
baiyun,户型方正，距离地铁口500米，,同和云苑新村 -同和,68.78平米,2室1厅,单价22245元/平米,西,简装,高楼层(共9层),153
baiyun,白云花园 电梯高层 精致两房 采光好通风,白云花园白云大厦 -新市,55.33平米,2室1厅,单价23496元/平米,南,简装,高楼层(共14层),130
baiyun,百顺台花园 电梯方正三房两厅 厅出阳台 小区管理,百顺台花园 -新市,89.33平米,3室2厅,单价27427元/平米,西南,简装,低楼层(共16层),245
baiyun,岭南新世界  南向三房  位置安静,岭南新世界 -嘉禾望岗,92.19平米,3室2厅,单价43172元/平米,南,精装,低楼层(共9层),398
baiyun,依云小镇精装三房 南向高楼层 户型格局好,依云小镇 -永泰,139.46平米,3室2厅,单价29400元/平米,南,精装,中楼层(共10层),410
baiyun,大学宿舍 幽美校园环境 高素质人文环境 生活便利,广州中医药大学宿舍 -三元里,57.46平米,2室1厅,单价34459元/平米,南,精装,高楼层(共5层),198
baiyun,白云龙归 汇雅花园 夏良站600米 精装两房 看房方便,汇雅花园 -龙归,54.87平米,2室1厅,单价17861元/平米,东南,精装,中楼层(共9层),98
baiyun,3+1阳台看花园户型，产权过五年唯一,岭南新世界 -嘉禾望岗,98.38平米,4室2厅,单价44217元/平米,东,精装,低楼层(共16层),435
baiyun,雅怡花园，电梯正规小两房，格局方正,雅怡花园 -同德围,48.71平米,2室1厅,单价27716元/平米,南,精装,低楼层(共9层),135
baiyun,低层实用两房 户型方正 望花园,百荣园 -机场路,52.87平米,2室1厅,单价29318元/平米,北,简装,低楼层(共9层),155
baiyun,岭南南向高层三房，户型通透带入户花园,岭南新世界 -嘉禾望岗,94.63平米,3室2厅,单价45969元/平米,东南,精装,高楼层(共9层),435
baiyun,电梯小户型2房  刚需选择  户型方正,金德西苑 -同德围,51.79平米,2室1厅,单价26067元/平米,南,简装,低楼层(共9层),135
